tweet_id,user_id,topic,text,retweet_count,like_count,reply_count,hashtag_count,mention_count
773,15,Fashion,Just published a new post on Fashion!,0,24,0,1,2
774,179,Fashion,Just published a new post on Fashion!,4,7,4,5,2
775,195,Politics,Cannot believe what is happening in Politics.,3,21,5,2,2
776,211,Gaming,Just published a new post on Gaming!,1,7,2,5,1
777,127,Tech,Hot take on Tech -- long thread incoming.,1,10,3,4,0
778,467,Politics,Hot take on Politics -- long thread incoming.,0,1,0,0,2
779,87,AI,This AI trend is changing everything.,0,11,3,2,0
780,236,Finance,My experience with Finance so far this month.,2,28,0,4,3
781,137,AI,Sharing my AI predictions for this year.,0,6,1,4,0
782,163,Finance,My experience with Finance so far this month.,0,3,1,3,2
783,294,Politics,Sharing my Politics predictions for this year.,2,13,4,0,1
784,173,Health,This Health trend is changing everything.,0,8,1,5,2
785,86,Fashion,Hot take on Fashion -- long thread incoming.,6,10,1,2,3
786,104,Health,Excited about the latest developments in Health.,0,1,7,4,1
787,148,Music,Just published a new post on Music!,7,3,0,2,3
788,412,Tech,My experience with Tech so far this month.,0,3,5,5,0
789,368,Fashion,Excited about the latest developments in Fashion.,2,11,9,4,2
790,140,Politics,My experience with Politics so far this month.,10,7,3,4,3
791,219,Tech,New research on Tech just dropped -- fascinating.,12,1,4,0,2
792,259,Music,Cannot believe what is happening in Music.,6,11,0,5,2
793,103,Finance,Cannot believe what is happening in Finance.,14,5,3,2,3
794,344,Travel,What do you think about Travel? Let me know.,0,11,0,0,1
795,296,Health,Big news in the Health world today!,4,22,1,5,3
796,138,Travel,My experience with Travel so far this month.,7,0,0,3,0
797,268,Tech,New research on Tech just dropped -- fascinating.,0,9,0,3,1
798,124,Sports,Hot take on Sports -- long thread incoming.,2,14,0,3,3
799,164,Politics,Big news in the Politics world today!,0,45,1,3,2
800,422,Music,What do you think about Music? Let me know.,3,9,1,2,1
801,208,Tech,Excited about the latest developments in Tech.,6,0,1,1,1
802,15,Tech,Hot take on Tech -- long thread incoming.,4,7,1,3,3
803,287,Finance,Cannot believe what is happening in Finance.,5,12,2,5,0
804,104,Sports,Hot take on Sports -- long thread incoming.,5,11,1,1,0
805,133,Music,This Music trend is changing everything.,4,8,1,1,0
806,494,Health,Just published a new post on Health!,3,5,0,0,0
807,161,Fashion,Hot take on Fashion -- long thread incoming.,2,10,0,0,3
808,460,Gaming,Excited about the latest developments in Gaming.,0,8,7,3,1
809,121,Politics,My experience with Politics so far this month.,2,25,1,5,0
810,268,Fashion,This Fashion trend is changing everything.,3,3,0,2,3
811,453,Politics,Big news in the Politics world today!,3,13,1,4,0
812,396,Gaming,New research on Gaming just dropped -- fascinating.,7,13,1,4,3
813,413,Tech,Cannot believe what is happening in Tech.,8,10,3,1,1
814,55,Sports,Big news in the Sports world today!,4,4,9,2,3
815,210,Music,My experience with Music so far this month.,8,5,0,0,3
816,274,Gaming,Excited about the latest developments in Gaming.,0,24,1,2,3
817,244,Tech,Hot take on Tech -- long thread incoming.,0,41,1,1,2
818,244,Gaming,Hot take on Gaming -- long thread incoming.,8,10,0,0,0
819,431,AI,Big news in the AI world today!,1,3,5,2,3
820,159,Gaming,Excited about the latest developments in Gaming.,5,7,0,4,1
821,440,Health,Cannot believe what is happening in Health.,1,15,9,0,3
822,475,Music,Hot take on Music -- long thread incoming.,0,17,4,0,1
823,153,Tech,What do you think about Tech? Let me know.,0,7,1,3,2
824,451,Finance,Just published a new post on Finance!,8,14,5,2,0
825,422,Health,Sharing my Health predictions for this year.,3,3,5,5,3
826,475,Gaming,Cannot believe what is happening in Gaming.,0,2,9,0,1
827,358,Music,This Music trend is changing everything.,2,14,5,0,2
828,216,Fashion,This Fashion trend is changing everything.,6,8,1,5,2
829,233,AI,Just published a new post on AI!,18,20,0,5,1
830,323,Health,What do you think about Health? Let me know.,7,7,2,0,3
831,103,Music,New research on Music just dropped -- fascinating.,2,10,0,4,0
832,57,Sports,Big news in the Sports world today!,3,10,2,4,1
833,434,Fashion,Cannot believe what is happening in Fashion.,6,4,4,2,3
834,245,Sports,Hot take on Sports -- long thread incoming.,4,23,4,1,2
835,410,Music,Big news in the Music world today!,1,0,0,0,3
836,189,Sports,Cannot believe what is happening in Sports.,7,10,0,3,1
837,11,AI,This AI trend is changing everything.,7,19,0,5,1
838,465,Politics,Sharing my Politics predictions for this year.,2,17,0,1,2
839,360,Sports,Just published a new post on Sports!,17,11,3,3,3
840,308,Music,What do you think about Music? Let me know.,0,12,3,0,2
841,88,Fashion,Excited about the latest developments in Fashion.,7,7,0,0,3
842,396,Health,Sharing my Health predictions for this year.,3,4,0,0,1
843,366,Tech,Big news in the Tech world today!,3,21,0,2,2
844,383,Health,Cannot believe what is happening in Health.,30,7,0,1,3
845,439,Tech,My experience with Tech so far this month.,5,18,1,1,2
846,373,Tech,Cannot believe what is happening in Tech.,1,17,1,1,3
847,406,Sports,Just published a new post on Sports!,4,15,4,2,2
848,121,Fashion,Sharing my Fashion predictions for this year.,6,18,0,1,2
849,299,Health,Excited about the latest developments in Health.,8,11,1,0,3
850,69,Gaming,Cannot believe what is happening in Gaming.,2,2,0,5,1
851,366,Finance,Cannot believe what is happening in Finance.,7,21,0,5,2
852,38,Politics,This Politics trend is changing everything.,4,5,1,0,0
853,171,Tech,Sharing my Tech predictions for this year.,2,13,0,2,0
854,3,Music,This Music trend is changing everything.,1,11,0,4,3
855,155,Finance,New research on Finance just dropped -- fascinating.,0,11,5,1,0
856,298,Sports,Hot take on Sports -- long thread incoming.,0,12,3,1,3
857,477,Gaming,Sharing my Gaming predictions for this year.,0,11,2,1,0
858,163,Travel,Cannot believe what is happening in Travel.,3,7,1,1,2
859,60,Gaming,Just published a new post on Gaming!,1,2,4,1,3
860,447,Music,New research on Music just dropped -- fascinating.,1,4,3,3,2
861,463,Music,My experience with Music so far this month.,0,16,2,2,2
862,224,Sports,New research on Sports just dropped -- fascinating.,1,22,0,5,3
863,392,Sports,This Sports trend is changing everything.,4,8,0,5,3
864,28,Tech,What do you think about Tech? Let me know.,3,0,0,0,1
865,94,AI,Sharing my AI predictions for this year.,2,12,4,2,1
866,362,Health,Cannot believe what is happening in Health.,5,2,0,0,3
867,21,Health,New research on Health just dropped -- fascinating.,5,15,3,5,3
868,235,Health,Excited about the latest developments in Health.,4,6,1,5,1
869,64,Gaming,Excited about the latest developments in Gaming.,0,3,0,1,2
870,93,Sports,This Sports trend is changing everything.,1,35,3,2,1
871,299,AI,This AI trend is changing everything.,13,12,1,4,1
872,214,Politics,Big news in the Politics world today!,5,19,0,3,0
873,455,Gaming,Just published a new post on Gaming!,0,30,0,2,0
874,202,Gaming,My experience with Gaming so far this month.,4,46,2,0,2
875,79,AI,Excited about the latest developments in AI.,1,19,1,3,3
876,233,Music,My experience with Music so far this month.,2,2,1,5,0
877,169,AI,My experience with AI so far this month.,8,16,3,3,2
878,486,Fashion,What do you think about Fashion? Let me know.,1,16,0,1,0
879,411,Music,New research on Music just dropped -- fascinating.,0,7,0,0,0
880,281,Fashion,Cannot believe what is happening in Fashion.,2,12,0,0,3
881,131,Sports,Big news in the Sports world today!,14,25,0,3,0
882,11,Tech,What do you think about Tech? Let me know.,9,11,1,3,3
883,146,Sports,Excited about the latest developments in Sports.,4,6,1,2,3
884,411,Finance,Hot take on Finance -- long thread incoming.,5,7,0,5,1
885,184,Politics,New research on Politics just dropped -- fascinating.,0,29,0,4,1
886,251,Health,Cannot believe what is happening in Health.,7,20,2,3,2
887,289,Fashion,Cannot believe what is happening in Fashion.,7,11,1,0,3
888,416,Gaming,My experience with Gaming so far this month.,0,23,1,1,3
889,323,Finance,Excited about the latest developments in Finance.,1,15,3,0,2
890,499,Health,Big news in the Health world today!,2,8,1,5,1
891,477,Health,This Health trend is changing everything.,1,14,3,5,0
892,149,Health,Cannot believe what is happening in Health.,0,19,4,0,3
893,154,Sports,What do you think about Sports? Let me know.,1,37,3,5,2
894,431,Tech,This Tech trend is changing everything.,0,13,0,3,2
895,292,AI,This AI trend is changing everything.,2,1,2,0,0
896,263,Politics,This Politics trend is changing everything.,0,1,3,3,3
897,49,Health,My experience with Health so far this month.,7,16,3,2,2
898,131,Fashion,Excited about the latest developments in Fashion.,5,4,0,4,0
899,59,Health,What do you think about Health? Let me know.,4,1,2,1,3
900,24,Politics,Cannot believe what is happening in Politics.,1,16,1,5,2
901,161,Fashion,Sharing my Fashion predictions for this year.,10,6,7,5,3
902,320,Music,New research on Music just dropped -- fascinating.,4,2,2,1,1
903,95,Politics,My experience with Politics so far this month.,1,15,4,2,0
904,223,Travel,Just published a new post on Travel!,0,17,5,0,3
905,60,AI,What do you think about AI? Let me know.,11,2,0,5,3
906,236,Finance,My experience with Finance so far this month.,1,4,3,5,3
907,156,Fashion,My experience with Fashion so far this month.,3,4,0,2,3
908,412,Music,Excited about the latest developments in Music.,0,7,0,1,1
909,8,Tech,Excited about the latest developments in Tech.,7,11,0,0,1
910,440,AI,Big news in the AI world today!,2,9,2,3,1
911,333,Tech,Cannot believe what is happening in Tech.,1,2,0,5,1
912,45,Music,Sharing my Music predictions for this year.,1,15,0,1,3
913,217,AI,Excited about the latest developments in AI.,1,7,0,1,1
914,379,Health,Sharing my Health predictions for this year.,24,29,4,3,0
915,441,Health,My experience with Health so far this month.,5,16,0,1,1
916,151,Fashion,Cannot believe what is happening in Fashion.,2,10,0,0,2
917,5,Politics,Cannot believe what is happening in Politics.,10,16,1,3,3
918,378,Fashion,My experience with Fashion so far this month.,2,18,4,5,2
919,19,Health,Cannot believe what is happening in Health.,1,6,2,3,3
920,119,AI,This AI trend is changing everything.,6,8,0,0,3
921,296,Gaming,This Gaming trend is changing everything.,10,23,3,0,2
922,458,Finance,Sharing my Finance predictions for this year.,4,22,0,0,3
923,319,Gaming,Sharing my Gaming predictions for this year.,13,18,1,5,3
924,11,Sports,Hot take on Sports -- long thread incoming.,5,22,0,5,1
925,241,Gaming,Sharing my Gaming predictions for this year.,7,52,0,1,1
926,301,Gaming,My experience with Gaming so far this month.,0,3,1,5,3
927,68,Music,Cannot believe what is happening in Music.,10,24,0,3,2
928,408,Health,What do you think about Health? Let me know.,9,7,1,4,1
929,145,Politics,Sharing my Politics predictions for this year.,0,1,0,1,1
930,103,Sports,My experience with Sports so far this month.,6,3,0,3,0
931,407,Finance,Sharing my Finance predictions for this year.,4,14,1,2,1
932,108,Travel,Just published a new post on Travel!,0,11,0,0,2
933,452,Music,New research on Music just dropped -- fascinating.,2,27,5,5,1
934,90,Travel,Just published a new post on Travel!,1,3,3,0,2
935,221,Politics,My experience with Politics so far this month.,2,21,0,1,0
936,288,Tech,Sharing my Tech predictions for this year.,10,28,1,2,2
937,402,Gaming,Just published a new post on Gaming!,15,3,0,4,2
938,459,Sports,This Sports trend is changing everything.,5,11,1,4,0
939,362,AI,Sharing my AI predictions for this year.,2,14,1,3,0
940,500,Politics,My experience with Politics so far this month.,30,16,0,4,0
941,422,Travel,Just published a new post on Travel!,2,2,0,4,0
942,86,Politics,Big news in the Politics world today!,2,11,2,2,1
943,373,Music,Sharing my Music predictions for this year.,2,20,1,4,3
944,376,Politics,What do you think about Politics? Let me know.,0,7,2,5,2
945,172,Sports,Excited about the latest developments in Sports.,6,4,0,1,3
946,497,Finance,Just published a new post on Finance!,4,3,3,1,3
947,175,Music,This Music trend is changing everything.,4,17,2,1,0
948,137,Gaming,Cannot believe what is happening in Gaming.,1,24,0,2,1
949,78,Travel,Cannot believe what is happening in Travel.,9,22,0,1,1
950,411,Finance,Cannot believe what is happening in Finance.,0,0,1,3,3
951,488,Travel,New research on Travel just dropped -- fascinating.,2,4,0,0,3
952,75,AI,This AI trend is changing everything.,2,3,0,0,0
953,174,Gaming,Cannot believe what is happening in Gaming.,1,21,2,1,3
954,32,Finance,Just published a new post on Finance!,5,3,0,5,1
955,463,Fashion,Just published a new post on Fashion!,3,13,7,5,2
956,215,Finance,This Finance trend is changing everything.,1,3,0,2,2
957,466,Gaming,Just published a new post on Gaming!,6,6,0,2,1
958,359,Finance,Sharing my Finance predictions for this year.,0,33,0,5,1
959,455,Travel,My experience with Travel so far this month.,3,15,0,4,3
960,358,Gaming,Cannot believe what is happening in Gaming.,0,28,1,1,2
961,44,AI,This AI trend is changing everything.,1,23,4,2,3
962,372,Sports,This Sports trend is changing everything.,18,2,1,4,2
963,110,Politics,This Politics trend is changing everything.,15,9,0,4,2
964,267,Gaming,What do you think about Gaming? Let me know.,3,4,2,0,0
965,456,Travel,My experience with Travel so far this month.,2,18,0,2,1
966,427,Music,Cannot believe what is happening in Music.,0,7,4,4,0
967,375,AI,New research on AI just dropped -- fascinating.,2,26,0,2,2
968,64,AI,Excited about the latest developments in AI.,1,20,0,3,2
969,294,AI,Sharing my AI predictions for this year.,0,7,5,2,1
970,413,Fashion,My experience with Fashion so far this month.,6,8,2,5,1
971,180,Music,Hot take on Music -- long thread incoming.,1,47,0,5,1
972,366,Finance,This Finance trend is changing everything.,8,10,0,5,1
973,54,Gaming,This Gaming trend is changing everything.,0,18,2,4,1
974,422,Gaming,Sharing my Gaming predictions for this year.,5,8,1,0,1
975,365,Finance,Cannot believe what is happening in Finance.,2,2,1,0,0
976,32,Finance,What do you think about Finance? Let me know.,0,16,2,3,1
977,229,Politics,New research on Politics just dropped -- fascinating.,11,4,0,5,3
978,302,Travel,This Travel trend is changing everything.,1,4,1,3,2
979,300,Health,Cannot believe what is happening in Health.,3,1,1,3,3
980,375,Finance,What do you think about Finance? Let me know.,6,9,1,1,1
981,249,Health,What do you think about Health? Let me know.,0,2,0,5,0
982,356,Tech,Sharing my Tech predictions for this year.,1,12,0,3,0
983,383,Sports,This Sports trend is changing everything.,1,4,2,2,0
984,309,Finance,Excited about the latest developments in Finance.,1,9,1,0,2
985,293,Music,Just published a new post on Music!,9,10,5,4,1
986,61,Gaming,Hot take on Gaming -- long thread incoming.,21,3,4,2,2
987,151,Health,Just published a new post on Health!,6,10,0,1,1
988,402,Fashion,Cannot believe what is happening in Fashion.,0,6,2,0,2
989,456,Music,Big news in the Music world today!,7,10,1,1,3
990,2,Politics,This Politics trend is changing everything.,4,2,1,2,0
991,446,AI,Cannot believe what is happening in AI.,8,15,4,3,2
992,290,Health,New research on Health just dropped -- fascinating.,11,13,0,3,3
993,428,Fashion,What do you think about Fashion? Let me know.,0,11,1,1,3
994,390,Health,Sharing my Health predictions for this year.,1,17,2,1,2
995,46,Fashion,My experience with Fashion so far this month.,5,9,0,3,3
996,120,Finance,New research on Finance just dropped -- fascinating.,2,7,1,4,0
997,491,Health,Hot take on Health -- long thread incoming.,5,9,3,5,0
998,444,Sports,Just published a new post on Sports!,13,12,0,4,2
999,288,Politics,This Politics trend is changing everything.,0,8,3,0,1
1000,490,Fashion,This Fashion trend is changing everything.,2,22,5,4,0
1001,491,Fashion,This Fashion trend is changing everything.,5,9,0,1,3
1002,258,AI,Excited about the latest developments in AI.,9,17,6,5,1
1003,493,AI,Hot take on AI -- long thread incoming.,0,6,0,1,1
1004,425,Fashion,Sharing my Fashion predictions for this year.,3,11,0,0,2
1005,206,Fashion,Just published a new post on Fashion!,4,4,6,3,0
1006,175,Finance,What do you think about Finance? Let me know.,1,17,2,3,0
1007,441,Travel,New research on Travel just dropped -- fascinating.,1,21,5,3,2
1008,47,Politics,Excited about the latest developments in Politics.,10,36,1,4,1
1009,147,Sports,What do you think about Sports? Let me know.,3,14,1,2,0
1010,79,Music,Cannot believe what is happening in Music.,1,5,0,5,1
1011,31,Fashion,New research on Fashion just dropped -- fascinating.,3,4,3,1,0
1012,366,AI,Hot take on AI -- long thread incoming.,6,25,1,3,0
1013,164,Sports,Cannot believe what is happening in Sports.,7,4,6,2,2
1014,193,Politics,Just published a new post on Politics!,0,21,0,1,1
1015,386,Fashion,My experience with Fashion so far this month.,12,2,1,1,3
1016,261,Travel,Cannot believe what is happening in Travel.,5,6,0,0,2
1017,32,Gaming,Sharing my Gaming predictions for this year.,0,31,1,4,3
1018,34,Health,Just published a new post on Health!,0,5,0,3,1
1019,468,AI,Hot take on AI -- long thread incoming.,5,2,1,4,0
1020,127,Travel,What do you think about Travel? Let me know.,1,14,6,2,3
1021,229,Politics,This Politics trend is changing everything.,2,8,2,1,1
1022,192,Travel,What do you think about Travel? Let me know.,0,2,2,1,3
1023,493,Travel,Sharing my Travel predictions for this year.,1,10,1,0,0
1024,417,Health,My experience with Health so far this month.,4,5,4,2,1
1025,1,AI,Sharing my AI predictions for this year.,8,20,1,2,2
1026,430,Finance,New research on Finance just dropped -- fascinating.,3,3,0,5,1
1027,300,Travel,Hot take on Travel -- long thread incoming.,3,29,0,0,1
1028,379,Travel,My experience with Travel so far this month.,3,24,2,0,2
1029,46,Finance,Excited about the latest developments in Finance.,2,2,0,1,2
1030,450,Finance,Big news in the Finance world today!,2,4,2,4,2
1031,453,Gaming,Hot take on Gaming -- long thread incoming.,2,7,2,5,3
1032,140,Tech,New research on Tech just dropped -- fascinating.,3,26,1,2,1
1033,236,Fashion,New research on Fashion just dropped -- fascinating.,3,17,0,0,1
1034,331,AI,My experience with AI so far this month.,2,6,0,3,0
1035,462,AI,What do you think about AI? Let me know.,6,19,0,3,3
1036,391,Finance,This Finance trend is changing everything.,6,19,3,0,0
1037,276,AI,Sharing my AI predictions for this year.,13,24,1,5,0
1038,181,Finance,My experience with Finance so far this month.,8,3,3,2,3
1039,91,AI,Excited about the latest developments in AI.,4,1,1,3,2
1040,480,Tech,Sharing my Tech predictions for this year.,1,26,4,0,1
1041,381,AI,Hot take on AI -- long thread incoming.,2,2,3,5,2
1042,99,Politics,My experience with Politics so far this month.,2,2,2,5,2
1043,414,Tech,Big news in the Tech world today!,5,25,2,3,2
1044,19,Music,Sharing my Music predictions for this year.,1,2,1,5,1
1045,4,Tech,Cannot believe what is happening in Tech.,4,24,1,0,2
1046,292,Travel,Sharing my Travel predictions for this year.,0,21,0,1,1
1047,338,Fashion,My experience with Fashion so far this month.,4,12,0,4,1
1048,34,Fashion,What do you think about Fashion? Let me know.,3,9,0,5,0
1049,66,Music,My experience with Music so far this month.,1,8,1,1,2
1050,99,AI,This AI trend is changing everything.,2,12,1,4,2
1051,349,Travel,Sharing my Travel predictions for this year.,5,18,0,0,3
1052,329,AI,New research on AI just dropped -- fascinating.,5,2,5,3,3
1053,141,Politics,This Politics trend is changing everything.,5,25,2,3,3
1054,186,Travel,Just published a new post on Travel!,8,0,1,5,1
1055,25,Music,Cannot believe what is happening in Music.,1,36,6,4,3
1056,162,AI,Cannot believe what is happening in AI.,5,13,1,1,2
1057,42,Fashion,Just published a new post on Fashion!,4,7,1,5,1
1058,354,Finance,Excited about the latest developments in Finance.,0,7,0,1,1
1059,85,Gaming,Hot take on Gaming -- long thread incoming.,12,12,3,0,0
1060,15,Health,Cannot believe what is happening in Health.,0,13,5,0,2
1061,431,Music,Big news in the Music world today!,8,2,0,0,3
1062,123,Gaming,Just published a new post on Gaming!,1,4,8,2,1
1063,484,Politics,My experience with Politics so far this month.,1,7,3,4,3
1064,392,Politics,Sharing my Politics predictions for this year.,4,17,0,4,0
1065,44,AI,Just published a new post on AI!,5,4,2,3,2
1066,456,Politics,What do you think about Politics? Let me know.,0,4,2,0,3
1067,29,Music,My experience with Music so far this month.,6,18,1,5,3
1068,34,Politics,Just published a new post on Politics!,1,9,0,4,0
1069,151,Finance,Cannot believe what is happening in Finance.,4,7,0,0,3
1070,120,Fashion,My experience with Fashion so far this month.,2,7,0,0,3
1071,197,Health,Cannot believe what is happening in Health.,1,14,2,4,0
1072,174,AI,Sharing my AI predictions for this year.,2,11,2,4,2
1073,301,Tech,Excited about the latest developments in Tech.,14,18,0,0,0
1074,305,Politics,My experience with Politics so far this month.,1,5,0,1,1
1075,327,Travel,Hot take on Travel -- long thread incoming.,7,5,2,2,3
1076,247,Fashion,Sharing my Fashion predictions for this year.,3,13,1,1,1
1077,71,AI,Just published a new post on AI!,9,6,0,1,2
1078,300,Finance,This Finance trend is changing everything.,5,4,2,5,2
1079,160,Fashion,This Fashion trend is changing everything.,15,10,0,1,1
1080,241,Music,My experience with Music so far this month.,3,4,0,2,2
1081,189,AI,This AI trend is changing everything.,21,3,1,4,1
1082,30,Tech,This Tech trend is changing everything.,1,20,0,4,0
1083,217,Gaming,Big news in the Gaming world today!,1,4,1,1,1
1084,403,Politics,New research on Politics just dropped -- fascinating.,0,5,2,1,3
1085,356,Health,My experience with Health so far this month.,3,17,2,5,2
1086,437,Fashion,My experience with Fashion so far this month.,5,23,1,2,2
1087,215,Gaming,What do you think about Gaming? Let me know.,9,15,2,0,3
1088,449,AI,Sharing my AI predictions for this year.,6,8,1,1,0
1089,328,Tech,Big news in the Tech world today!,11,39,0,3,1
1090,123,Health,New research on Health just dropped -- fascinating.,0,12,1,5,3
1091,106,Finance,What do you think about Finance? Let me know.,1,6,0,0,2
1092,6,Politics,New research on Politics just dropped -- fascinating.,15,10,2,0,0
1093,73,Music,Sharing my Music predictions for this year.,3,4,2,1,2
1094,23,AI,Big news in the AI world today!,7,12,2,1,2
1095,90,Tech,Hot take on Tech -- long thread incoming.,7,5,0,5,1
1096,174,Travel,Big news in the Travel world today!,6,33,0,1,1
1097,12,Sports,Hot take on Sports -- long thread incoming.,1,13,0,0,0
1098,426,Sports,Cannot believe what is happening in Sports.,4,1,0,5,0
1099,174,Tech,Hot take on Tech -- long thread incoming.,0,0,4,3,1
1100,190,Gaming,What do you think about Gaming? Let me know.,0,10,2,4,3
1101,450,Politics,Excited about the latest developments in Politics.,1,4,4,1,1
1102,407,Tech,Big news in the Tech world today!,2,15,2,4,3
1103,356,Gaming,New research on Gaming just dropped -- fascinating.,3,8,1,4,3
1104,326,Tech,Just published a new post on Tech!,4,5,5,4,1
1105,438,Travel,Hot take on Travel -- long thread incoming.,0,15,1,1,2
1106,127,AI,Hot take on AI -- long thread incoming.,6,1,2,1,3
1107,108,Politics,Sharing my Politics predictions for this year.,3,18,0,5,0
1108,86,Travel,Cannot believe what is happening in Travel.,3,2,2,5,2
1109,256,Travel,Sharing my Travel predictions for this year.,2,14,1,1,2
1110,365,Gaming,This Gaming trend is changing everything.,1,7,0,5,3
1111,367,Health,Sharing my Health predictions for this year.,11,3,4,2,3
1112,327,Fashion,Just published a new post on Fashion!,5,31,0,1,1
1113,459,Tech,Sharing my Tech predictions for this year.,3,12,1,1,3
1114,112,Music,Cannot believe what is happening in Music.,6,17,0,3,1
1115,479,Gaming,Hot take on Gaming -- long thread incoming.,0,4,3,4,0
1116,69,Politics,Hot take on Politics -- long thread incoming.,5,19,2,3,2
1117,118,Fashion,Just published a new post on Fashion!,13,9,3,3,2
1118,219,Health,Sharing my Health predictions for this year.,8,16,1,3,3
1119,189,Health,New research on Health just dropped -- fascinating.,5,28,1,2,3
1120,13,Sports,Sharing my Sports predictions for this year.,2,19,0,1,2
1121,331,Politics,New research on Politics just dropped -- fascinating.,3,6,2,0,2
1122,432,Travel,This Travel trend is changing everything.,1,18,1,4,0
1123,403,Music,Big news in the Music world today!,0,1,0,0,0
1124,37,Gaming,Just published a new post on Gaming!,2,18,6,4,1
1125,171,Tech,New research on Tech just dropped -- fascinating.,6,8,0,2,2
1126,382,Music,Big news in the Music world today!,1,6,0,5,1
1127,438,Travel,Hot take on Travel -- long thread incoming.,0,2,1,0,2
1128,145,Gaming,Cannot believe what is happening in Gaming.,0,4,1,3,0
1129,242,Travel,What do you think about Travel? Let me know.,12,24,1,3,1
1130,117,Tech,Sharing my Tech predictions for this year.,1,15,0,1,3
1131,370,Health,New research on Health just dropped -- fascinating.,0,29,1,0,2
1132,434,Tech,Cannot believe what is happening in Tech.,6,11,2,5,3
1133,108,Health,Sharing my Health predictions for this year.,1,2,1,4,0
1134,192,Sports,My experience with Sports so far this month.,1,14,1,1,2
1135,483,AI,Sharing my AI predictions for this year.,1,1,3,5,2
1136,174,Tech,Cannot believe what is happening in Tech.,9,11,0,3,3
1137,391,Travel,Hot take on Travel -- long thread incoming.,3,2,1,2,0
1138,291,AI,What do you think about AI? Let me know.,0,20,3,1,2
1139,291,Fashion,My experience with Fashion so far this month.,1,17,0,4,3
1140,196,Tech,Cannot believe what is happening in Tech.,4,18,0,0,3
1141,97,Health,Excited about the latest developments in Health.,4,4,0,2,3
1142,328,Music,Excited about the latest developments in Music.,0,5,0,1,0
1143,346,Travel,What do you think about Travel? Let me know.,3,4,0,0,3
1144,14,Sports,Big news in the Sports world today!,2,7,0,0,3
1145,146,Tech,Big news in the Tech world today!,1,2,0,2,0
1146,233,AI,New research on AI just dropped -- fascinating.,3,22,1,4,0
1147,88,Gaming,Cannot believe what is happening in Gaming.,0,9,1,3,1
1148,57,Sports,This Sports trend is changing everything.,3,14,0,3,3
1149,381,Politics,Cannot believe what is happening in Politics.,3,7,2,1,1
1150,446,Tech,Hot take on Tech -- long thread incoming.,11,16,0,3,3
1151,82,Fashion,My experience with Fashion so far this month.,4,0,0,2,1
1152,258,Health,Hot take on Health -- long thread incoming.,1,7,0,1,0
1153,74,Health,Excited about the latest developments in Health.,7,20,0,3,1
1154,270,Gaming,My experience with Gaming so far this month.,9,5,3,3,3
1155,237,Fashion,Just published a new post on Fashion!,1,8,2,5,0
1156,148,Health,New research on Health just dropped -- fascinating.,3,21,0,5,2
1157,201,Fashion,What do you think about Fashion? Let me know.,6,5,2,3,1
1158,92,Fashion,Cannot believe what is happening in Fashion.,1,25,0,3,3
1159,467,Sports,My experience with Sports so far this month.,2,12,2,0,3
1160,358,AI,Big news in the AI world today!,1,2,1,1,2
1161,452,Travel,Hot take on Travel -- long thread incoming.,2,13,1,5,0
1162,358,Tech,Sharing my Tech predictions for this year.,12,4,2,3,0
1163,189,Politics,Excited about the latest developments in Politics.,5,13,0,4,2
1164,210,Health,What do you think about Health? Let me know.,0,6,3,2,1
1165,260,AI,Sharing my AI predictions for this year.,7,14,0,0,0
1166,328,Health,Cannot believe what is happening in Health.,24,10,9,2,3
1167,439,Tech,Cannot believe what is happening in Tech.,1,19,0,0,0
1168,129,Politics,What do you think about Politics? Let me know.,2,7,1,2,3
1169,249,Health,Excited about the latest developments in Health.,8,3,3,0,1
1170,366,Health,What do you think about Health? Let me know.,16,19,0,3,2
1171,431,Sports,What do you think about Sports? Let me know.,1,4,1,0,0
1172,91,Music,Excited about the latest developments in Music.,14,16,1,4,3
1173,87,Politics,Just published a new post on Politics!,4,32,0,5,2
1174,79,Health,New research on Health just dropped -- fascinating.,3,1,0,1,1
1175,366,AI,This AI trend is changing everything.,5,11,0,1,3
1176,357,AI,This AI trend is changing everything.,0,4,0,5,0
1177,200,Music,Sharing my Music predictions for this year.,3,12,4,0,0
1178,25,Finance,Big news in the Finance world today!,14,2,1,1,2
1179,466,Tech,Big news in the Tech world today!,0,19,2,0,0
1180,216,AI,Just published a new post on AI!,0,26,1,2,1
1181,349,Politics,Big news in the Politics world today!,6,2,0,0,1
1182,371,Sports,Just published a new post on Sports!,1,9,0,3,0
1183,418,Gaming,New research on Gaming just dropped -- fascinating.,10,3,1,4,1
1184,320,Tech,This Tech trend is changing everything.,7,3,2,3,3
1185,62,Tech,Big news in the Tech world today!,18,5,0,0,2
1186,166,Sports,Just published a new post on Sports!,3,1,5,3,2
1187,7,Finance,Big news in the Finance world today!,0,6,0,3,1
1188,34,Music,My experience with Music so far this month.,1,2,3,2,0
1189,35,Tech,Cannot believe what is happening in Tech.,5,16,2,2,3
1190,53,Travel,My experience with Travel so far this month.,1,11,0,1,2
1191,492,Politics,My experience with Politics so far this month.,0,5,5,2,3
1192,348,Sports,New research on Sports just dropped -- fascinating.,0,2,0,1,2
1193,436,Health,Excited about the latest developments in Health.,4,10,0,2,0
1194,312,Fashion,Sharing my Fashion predictions for this year.,0,6,1,3,1
