user_id,verified,followers_count,following_count,tweet_count,listed_count,account_age_days,follower_following_ratio,tweets_per_day,listed_per_follower,in_degree,out_degree,degree_ratio,pagerank,hits_authority,hits_hub,betweenness,clustering_coef,tweet_count_actual,avg_retweets,avg_likes,avg_replies,avg_hashtags,avg_mentions,total_engagement,influence_score,influential
94,0,10,281,31,4,3482,0.03558718861209965,0.008902929350947731,0.4,1,6,0.16666666666666666,0.00036817803357960105,0.00022731911885804154,0.00164973282411584,1.535550223287143e-05,0.5714285714285714,5.0,6.2,19.4,1.6,2.0,1.4,27.2,0.15712431250341738,1
95,0,910,838,40,1,590,1.0859188544152745,0.06779661016949153,0.001098901098901099,59,3,19.666666666666668,0.011090717115830151,0.014989425172071028,0.0013457880917602633,0.004284832017255791,0.09254362771020624,6.0,3.5,9.333333333333334,1.6666666666666667,2.6666666666666665,1.1666666666666667,14.5,0.12631974968378984,1
96,0,70,1357,30,1,1942,0.051584377302873984,0.015447991761071062,0.014285714285714285,8,10,0.8,0.0010272717670695708,0.0016897009211438213,0.002576952739072633,0.0002999246727420875,0.3464052287581699,10.0,7.8,10.0,2.4,3.0,1.7,20.2,0.11941220475896462,0
97,0,20,764,34,8,1894,0.02617801047120419,0.01795142555438226,0.4,4,6,0.6666666666666666,0.001699304567030577,0.000712770776203476,0.001749618395458172,4.584763996492406e-05,0.4444444444444444,6.0,2.5,12.666666666666666,0.8333333333333334,2.3333333333333335,2.0,16.0,0.09641745091049929,0
98,0,10,808,47,6,3602,0.012376237623762377,0.013048306496390895,0.6,0,11,0.0,0.00030000000000000003,-0.0,0.001955287735642139,2.4200565343091357e-05,0.41818181818181815,7.0,6.428571428571429,5.428571428571429,0.5714285714285714,3.5714285714285716,1.5714285714285714,12.428571428571429,0.07171503571804484,0
99,0,10,851,30,1,326,0.011750881316098707,0.09202453987730061,0.1,1,8,0.125,0.0003775834988116191,0.0002640823293477041,0.0016530164935546132,9.82638326065543e-06,0.4444444444444444,7.0,3.142857142857143,6.428571428571429,1.1428571428571428,2.7142857142857144,2.0,10.714285714285714,0.06203847416823606,0
100,0,30,825,55,10,2439,0.03636363636363636,0.022550225502255022,0.3333333333333333,1,7,0.14285714285714285,0.00032550000000000005,0.00020434904599529667,0.0010051627250326348,7.826877670416776e-06,0.32142857142857145,6.0,2.3333333333333335,7.666666666666667,0.8333333333333334,3.3333333333333335,0.8333333333333334,10.833333333333334,0.06279663837399084,0
101,0,210,775,55,3,2666,0.2709677419354839,0.020630157539384845,0.014285714285714285,23,5,4.6,0.0015918097449273256,0.00546129364549904,0.0020009453421100942,0.0006182251112429692,0.2037037037037037,3.0,7.666666666666667,20.333333333333332,2.0,1.6666666666666667,1.6666666666666667,30.0,0.1792522193467876,1
102,1,10,249,32,2,3564,0.040160642570281124,0.008978675645342313,0.2,1,10,0.1,0.0003417278674432153,0.000253400471203771,0.0024290977192240183,1.5866500643283124e-05,0.5636363636363636,3.0,1.6666666666666667,13.333333333333334,0.3333333333333333,3.0,3.0,15.333333333333334,0.08858784080905042,0
103,1,10,994,96,1,1491,0.01006036217303823,0.06438631790744467,0.1,1,7,0.14285714285714285,0.0003390089285714286,0.00022481869866786667,0.0020202836691173972,9.692495301558927e-06,0.5357142857142857,9.0,3.888888888888889,13.11111111111111,2.0,3.0,1.1111111111111112,19.0,0.10973096390054542,0
104,0,100,128,29,9,2204,0.78125,0.013157894736842105,0.09,4,5,0.8,0.0006095254062692499,0.000883901809317351,0.001671369220907741,1.7429204213188035e-05,0.4444444444444444,5.0,1.2,12.0,3.0,2.2,1.2,16.2,0.09534140425056985,0
105,0,10,1986,18,1,226,0.005035246727089627,0.07964601769911504,0.1,1,3,0.3333333333333333,0.00033177380952380953,0.0001891328617247398,0.0009270578414317128,7.652369287497502e-06,0.6666666666666666,9.0,7.555555555555555,14.11111111111111,2.7777777777777777,2.3333333333333335,2.111111111111111,24.444444444444443,0.14111966583134164,1
106,0,20,1005,67,2,2298,0.01990049751243781,0.029155787641427327,0.1,5,8,0.625,0.000504701561286268,0.0013506510929023668,0.002298747009648876,3.737003439219115e-05,0.48717948717948717,9.0,7.333333333333333,10.11111111111111,1.0,2.6666666666666665,1.2222222222222223,18.444444444444443,0.10712040142539463,0
107,0,10,1928,26,6,1024,0.005186721991701245,0.025390625,0.6,1,4,0.25,0.00032613776605327333,0.00028478091824500975,0.0013792776634626294,7.153977745763727e-06,0.7,2.0,3.0,18.5,1.0,1.5,0.0,22.5,0.12988545564835177,1
108,0,10,905,43,10,2168,0.011049723756906077,0.019833948339483393,1.0,1,6,0.16666666666666666,0.000741678988644729,0.0003011998682415445,0.0016318040726128913,0.0,0.5714285714285714,7.0,2.857142857142857,8.714285714285714,0.2857142857142857,1.5714285714285714,1.1428571428571428,11.857142857142858,0.0696620076219935,0
109,0,20,1246,93,4,2488,0.016051364365971106,0.03737942122186495,0.2,1,9,0.1111111111111111,0.0003699197031574176,0.0002573134117033286,0.001771371366834734,4.850404008827952e-05,0.37777777777777777,5.0,5.0,6.0,1.2,2.6,1.6,12.2,0.07071706155638387,0
110,0,150,516,23,10,37,0.29069767441860467,0.6216216216216216,0.06666666666666667,14,8,1.75,0.004488634447972579,0.0032342604771484523,0.0026216306033475345,0.0005545441791078255,0.3238095238095238,4.0,6.0,9.5,1.5,2.5,2.5,17.0,0.11179408712810068,0
111,0,10,630,61,2,2621,0.015873015873015872,0.02327355971003434,0.2,0,5,0.0,0.00030000000000000003,-0.0,0.0015531522031214412,0.0,0.8,6.0,4.666666666666667,13.5,1.3333333333333333,1.0,1.0,19.5,0.11249999999740387,0
112,0,20,1489,79,1,2545,0.013431833445265278,0.031041257367387033,0.05,1,7,0.14285714285714285,0.0003266800445483997,0.000222334547657353,0.0020386031739315193,4.6799294311439715e-06,0.5357142857142857,5.0,2.8,23.8,1.4,1.8,1.6,28.0,0.16172674683822366,1
113,0,20,989,39,7,349,0.020222446916076844,0.11174785100286533,0.35,1,6,0.16666666666666666,0.00034250000000000003,0.00023478942581451695,0.0021709777529156024,1.5379663470460144e-05,0.7142857142857143,5.0,4.6,11.2,0.2,3.4,1.0,15.999999999999998,0.0925461338852406,0
114,0,10,498,28,6,1447,0.020080321285140562,0.019350380096751902,0.6,1,9,0.1111111111111111,0.000341585792476259,0.000320348518777151,0.002394143395963531,7.452060151837215e-07,0.6,8.0,2.0,5.0,1.875,2.5,1.625,8.875,0.05132048667947274,0
115,0,10,136,73,4,2346,0.07352941176470588,0.03111679454390452,0.4,2,7,0.2857142857142857,0.0011573962318158358,0.0004878986308855025,0.0020726293154830736,2.9254658996069524e-05,0.5555555555555556,2.0,0.5,27.0,0.0,2.0,0.5,27.5,0.16110507236564428,1
116,0,80,150,49,9,3292,0.5333333333333333,0.01488456865127582,0.1125,10,13,0.7692307692307693,0.0008381161047956796,0.002276456895315253,0.0028729994204138905,0.0002761473091088708,0.2813852813852814,6.0,6.666666666666667,10.666666666666666,1.1666666666666667,2.0,0.8333333333333334,18.5,0.10916550941610152,0
117,1,10,1081,35,0,3962,0.009250693802035153,0.0088339222614841,0.0,1,5,0.2,0.00033706931329950766,0.0002581941612884599,0.0015479483894308818,4.7100956421876276e-07,0.6,4.0,4.25,19.75,0.25,1.5,1.75,24.25,0.14000943925351358,1
118,0,60,894,40,2,1728,0.06711409395973154,0.023148148148148147,0.03333333333333333,2,5,0.4,0.0003901653800296404,0.00038891101126634336,0.0013180039783096534,6.036168722988144e-06,0.5238095238095238,5.0,5.0,14.4,1.2,1.6,0.8,20.599999999999998,0.11965626849105203,0
119,0,30,1273,104,9,2138,0.02356637863315004,0.04864359214218896,0.3,3,6,0.5,0.00041775985922170504,0.0007109993640804301,0.001933866092028791,5.5198253375132645e-05,0.5277777777777778,7.0,4.571428571428571,10.857142857142858,1.5714285714285714,0.5714285714285714,1.8571428571428572,17.0,0.09865877644775393,0
120,0,10,1578,69,10,1491,0.0063371356147021544,0.04627766599597585,1.0,0,9,0.0,0.00030000000000000003,-0.0,0.002197508356297584,3.977219874380303e-06,0.6111111111111112,5.0,1.8,6.4,1.2,2.2,2.0,9.4,0.05423269846747899,0
121,0,20,136,43,1,1317,0.14705882352941177,0.032649962034927864,0.05,4,11,0.36363636363636365,0.00043494250259941257,0.0009672062405528856,0.0016437016765428521,9.714380549991438e-05,0.2761904761904762,7.0,3.0,12.857142857142858,0.7142857142857143,2.142857142857143,1.2857142857142858,16.571428571428573,0.09614525428683916,0
122,0,20,92,23,6,2874,0.21739130434782608,0.008002783576896311,0.3,0,6,0.0,0.00030000000000000003,-0.0,0.001815334443248752,4.5669910575694845e-06,0.6666666666666666,6.0,2.3333333333333335,7.333333333333333,1.1666666666666667,4.166666666666667,1.6666666666666667,10.833333333333332,0.06261239601434271,0
123,0,70,1458,35,2,1148,0.04801097393689986,0.03048780487804878,0.02857142857142857,8,7,1.1428571428571428,0.001568441685275243,0.00177860301188418,0.001370811979615014,7.340279249559657e-05,0.26373626373626374,5.0,3.2,8.2,2.0,3.8,1.2,13.399999999999999,0.08160976015971423,0
124,0,20,1694,32,1,582,0.011806375442739079,0.054982817869415807,0.05,4,14,0.2857142857142857,0.0005431214260868086,0.0010007230818933975,0.00232500970529284,0.00013057870513689444,0.3660130718954248,13.0,3.769230769230769,12.615384615384615,1.3076923076923077,1.9230769230769231,1.8461538461538463,17.69230769230769,0.10293556724154825,0
125,0,10,1508,54,1,3003,0.006631299734748011,0.017982017982017984,0.1,1,11,0.09090909090909091,0.00032834970342804755,0.00023717909971149735,0.0020892681155005774,7.979830456441572e-05,0.45454545454545453,4.0,5.5,9.75,0.25,2.75,0.75,15.5,0.08954236513285758,0
126,0,10,457,30,10,3571,0.02188183807439825,0.008401008120974517,1.0,1,7,0.14285714285714285,0.0013964916345951695,0.0002380514391753525,0.0022280722388004475,2.4032519137554707e-06,0.6428571428571429,9.0,3.2222222222222223,8.444444444444445,1.0,3.0,2.0,12.666666666666668,0.07619472154343905,0
127,0,10,1556,15,8,690,0.006426735218508998,0.021739130434782608,0.8,1,12,0.08333333333333333,0.00034655078125,0.000243090449148111,0.003166641572309818,4.26761939867871e-05,0.5641025641025641,6.0,2.5,6.5,2.3333333333333335,2.5,1.8333333333333333,11.333333333333334,0.0655376308597743,0
128,0,20,713,48,12,745,0.028050490883590462,0.06442953020134229,0.6,2,10,0.2,0.00036359260661491025,0.0005992836388166407,0.002993757825824653,4.2642717872197555e-05,0.6060606060606061,6.0,5.0,17.666666666666668,1.8333333333333333,2.3333333333333335,1.5,24.5,0.14165777291639975,1
129,0,30,1090,29,4,2856,0.027522935779816515,0.01015406162464986,0.13333333333333333,2,9,0.2222222222222222,0.0005550701581029651,0.0004648871775857023,0.0022976684545828745,6.837008642156349e-05,0.509090909090909,6.0,4.5,14.0,2.1666666666666665,2.6666666666666665,1.8333333333333333,20.666666666666668,0.12020929828593992,0
130,0,20,1718,34,4,3615,0.011641443538998836,0.009405255878284923,0.2,4,9,0.4444444444444444,0.000508268138746265,0.0010296194000038552,0.0019525721736938894,8.322934999581464e-05,0.358974358974359,3.0,1.0,19.0,1.0,4.0,1.6666666666666667,21.0,0.1218963737637365,0
131,0,10,197,56,4,3791,0.050761421319796954,0.014771828013716697,0.4,0,4,0.0,0.00030000000000000003,-0.0,0.0016037136211661958,0.0,1.0,5.0,5.2,11.4,0.6,3.0,1.2,17.200000000000003,0.09923076922847933,0
132,0,10,326,31,7,2271,0.03067484662576687,0.013650374284456186,0.7,3,4,0.75,0.00040807265744596507,0.0007634790972232587,0.0016654828311460145,8.64438977613117e-06,0.6666666666666666,4.0,4.0,11.25,2.75,2.5,1.5,18.0,0.1041575292566932,0
133,0,10,281,47,3,2559,0.03558718861209965,0.01836654943337241,0.3,1,4,0.25,0.0003891573421759751,0.000282606619077867,0.0019533963727510024,0.0,0.8,4.0,7.25,15.75,2.0,1.5,0.75,25.0,0.14448418720247108,1
134,0,10,1899,23,3,3437,0.0052659294365455505,0.00669188245562991,0.3,1,9,0.1111111111111111,0.00034068046875,0.0002659386602804992,0.0026051489246112862,2.6264156935137453e-05,0.6666666666666666,4.0,2.75,9.5,1.25,3.25,1.0,13.5,0.07801298425169256,0
135,0,20,415,58,3,1488,0.04819277108433735,0.038978494623655914,0.15,2,8,0.25,0.0013797027329254291,0.0005457056743836574,0.0018207855179146115,1.3793931432633059e-05,0.5111111111111111,4.0,2.0,17.75,3.0,1.25,1.0,22.75,0.1344357842244935,1
136,0,20,1301,42,5,3297,0.015372790161414296,0.012738853503184714,0.25,1,12,0.08333333333333333,0.0003362155293367347,0.00014760055004991082,0.002812537632241113,6.366324671450179e-05,0.5128205128205128,4.0,3.5,14.75,2.5,1.0,1.75,20.75,0.11995553827407224,0
137,0,10,1724,31,6,884,0.00580046403712297,0.03506787330316742,0.6,1,8,0.125,0.000390248069326371,0.0002271575319135714,0.0025376602034970896,1.5497130745251754e-05,0.6944444444444444,4.0,2.0,12.5,0.25,2.25,0.25,14.75,0.08536018929121104,0
138,0,10,485,41,2,3350,0.020618556701030927,0.012238805970149255,0.2,3,9,0.3333333333333333,0.011611055248789486,0.0007993133526441709,0.00198598445894895,1.5184744050659878e-05,0.41818181818181815,5.0,5.6,7.2,0.0,2.4,0.8,12.8,0.10600370085439523,0
139,1,30,448,50,12,2575,0.06696428571428571,0.019417475728155338,0.4,4,6,0.6666666666666666,0.0007484509302389979,0.0009993950501311116,0.0014676053309008895,7.583605213647908e-05,0.4222222222222222,7.0,2.142857142857143,15.0,1.7142857142857142,2.5714285714285716,2.0,18.857142857142858,0.11032301869310833,0
140,0,10,1284,28,6,2289,0.00778816199376947,0.012232415902140673,0.6,2,8,0.25,0.0003504880681818182,0.0005911984342303651,0.0018032046149816807,4.2421217711399614e-05,0.4888888888888889,7.0,6.285714285714286,14.714285714285714,0.5714285714285714,2.5714285714285716,1.7142857142857142,21.571428571428573,0.12461463246081872,0
141,0,30,1464,51,1,694,0.020491803278688523,0.07348703170028818,0.03333333333333333,1,7,0.14285714285714285,0.00033574553571428574,0.00017635401647348326,0.002249477497504943,4.024112481992097e-06,0.6785714285714286,7.0,4.714285714285714,16.714285714285715,1.8571428571428572,2.142857142857143,1.7142857142857142,23.28571428571429,0.13466457468081652,1
142,0,10,548,24,1,2747,0.01824817518248175,0.008736803785948308,0.1,0,9,0.0,0.00030000000000000003,-0.0,0.002481395182777235,3.5396955106313205e-06,0.6111111111111112,5.0,5.0,10.2,1.4,2.0,1.0,16.599999999999998,0.09577094777416792,0
143,0,10,589,54,2,3567,0.01697792869269949,0.015138772077375946,0.2,0,8,0.0,0.00030000000000000003,-0.0,0.0020104881033169053,3.7950883090931246e-05,0.6428571428571429,3.0,4.333333333333333,7.0,2.0,3.3333333333333335,0.6666666666666666,13.333333333333332,0.0769414858317049,0
144,0,10,612,42,4,1927,0.016339869281045753,0.021795537104307212,0.4,2,9,0.2222222222222222,0.0006280333800970908,0.000371331473986872,0.0022759110705278434,3.279317917998747e-05,0.5272727272727272,4.0,2.5,19.5,0.25,2.5,1.0,22.25,0.1293136832427279,1
145,0,20,1564,122,0,1704,0.01278772378516624,0.0715962441314554,0.0,4,7,0.5714285714285714,0.0005249086686335514,0.0010729623986647984,0.0021257537799551918,4.392989459508038e-05,0.509090909090909,7.0,1.5714285714285714,7.142857142857143,1.1428571428571428,3.2857142857142856,0.8571428571428571,9.857142857142858,0.057638894923853275,0
146,0,340,491,18,4,2298,0.6924643584521385,0.007832898172323759,0.011764705882352941,27,7,3.857142857142857,0.005340326449307875,0.00674964893523537,0.0012582062588572666,0.0011900782784621485,0.11693548387096774,10.0,3.1,7.9,1.1,3.0,1.4,12.1,0.08834739145833188,0
147,0,10,1334,44,2,302,0.0074962518740629685,0.1456953642384106,0.2,3,7,0.42857142857142855,0.001024975621229355,0.0009538161617311842,0.0021333455347244987,4.4712360911023294e-06,0.6222222222222222,5.0,4.0,10.8,1.0,1.6,1.0,15.8,0.09321666251883393,0
148,0,10,822,44,2,1207,0.012165450121654502,0.03645401822700911,0.2,0,10,0.0,0.00030000000000000003,-0.0,0.0026699268132006917,1.1687429037814666e-05,0.6222222222222222,7.0,5.142857142857143,11.857142857142858,1.1428571428571428,2.2857142857142856,1.7142857142857142,18.142857142857142,0.10467599891238172,0
149,0,10,399,34,3,1302,0.02506265664160401,0.026113671274961597,0.3,0,7,0.0,0.00030000000000000003,-0.0,0.0022605971528157727,9.998911297847464e-06,0.7142857142857143,6.0,3.3333333333333335,12.333333333333334,1.5,1.6666666666666667,2.1666666666666665,17.166666666666668,0.09904331172798239,0
150,0,10,1425,28,1,308,0.007017543859649123,0.09090909090909091,0.1,0,12,0.0,0.00030000000000000003,-0.0,0.002446624386226727,4.6171771309472294e-05,0.5,3.0,5.666666666666667,2.6666666666666665,1.3333333333333333,1.0,2.0,9.666666666666668,0.055791627400958985,0
151,1,100,569,34,1,3541,0.1757469244288225,0.009601807399039819,0.01,14,6,2.3333333333333335,0.0007481935856599816,0.0035860968601049855,0.0021593715033906167,0.0001985590279462581,0.2894736842105263,11.0,5.7272727272727275,16.09090909090909,0.7272727272727273,2.1818181818181817,2.0,22.545454545454543,0.13243180285589928,1
152,0,80,1393,24,4,845,0.057430007178750894,0.028402366863905324,0.05,9,7,1.2857142857142858,0.0010157296678778636,0.0020972667553713956,0.002136174056228955,0.00016483642964662076,0.3333333333333333,2.0,3.5,10.0,1.0,0.5,1.5,14.5,0.08653943565525274,0
153,0,10,187,103,10,305,0.053475935828877004,0.3377049180327869,1.0,3,9,0.3333333333333333,0.00039631271420351155,0.0007242564741377655,0.0017194164365095205,0.00010827698293029456,0.36363636363636365,5.0,1.0,6.8,0.8,2.8,1.6,8.6,0.04994166292127997,0
154,0,10,1623,68,5,1034,0.0061614294516327784,0.06576402321083172,0.5,1,14,0.07142857142857142,0.00033803710896925556,0.0002906258986449934,0.0024791757789912458,0.00018873604799030151,0.4095238095238095,6.0,3.5,9.666666666666666,1.3333333333333333,2.6666666666666665,2.0,14.5,0.08385351218317515,0
155,0,3370,1696,34,2,2591,1.9870283018867925,0.013122346584330374,0.0005934718100890207,232,6,38.666666666666664,0.05378797559814155,0.061245821562762544,0.0021648729334895135,0.06780247927155167,0.04508271890246139,9.0,1.3333333333333333,11.777777777777779,2.888888888888889,2.7777777777777777,1.3333333333333333,16.0,0.3142499992828584,1
156,0,10,1041,32,1,3189,0.009606147934678195,0.010034493571652555,0.1,0,8,0.0,0.00030000000000000003,-0.0,0.001669577009513602,3.564318665346817e-05,0.4642857142857143,9.0,5.777777777777778,10.333333333333334,0.6666666666666666,2.3333333333333335,1.7777777777777777,16.77777777777778,0.09681216130413677,0
157,1,10,417,46,3,3900,0.023980815347721823,0.011794871794871795,0.3,1,8,0.125,0.0003483815183988776,0.0001749870802752758,0.0012063560346136073,2.0567686019070714e-05,0.3055555555555556,4.0,4.0,9.75,3.5,1.25,1.5,17.25,0.09966672565429548,0
158,0,110,1293,35,2,952,0.08507347254447023,0.03676470588235294,0.01818181818181818,14,9,1.5555555555555556,0.000964439380071025,0.0036660999017531443,0.0021315370473336446,0.0003403962154288098,0.23715415019762845,5.0,2.2,9.2,1.4,2.8,1.6,12.799999999999999,0.0770016586995539,0
159,0,10,1410,67,4,671,0.0070921985815602835,0.09985096870342772,0.4,1,10,0.1,0.00039081343987120164,0.0002708291547554694,0.0016522003774846223,5.285639807695967e-05,0.36363636363636365,5.0,6.0,11.4,1.2,3.4,1.4,18.599999999999998,0.10759145667754241,0
160,0,10,1296,28,3,534,0.007716049382716049,0.052434456928838954,0.3,1,7,0.14285714285714285,0.00032833333333333336,0.000281257896686434,0.0020785177314815387,1.0227634396435636e-05,0.6785714285714286,5.0,5.4,13.0,1.0,1.2,1.8,19.4,0.11200857181904464,0
161,0,10,1721,67,8,2667,0.005810575246949448,0.025121859767529058,0.8,0,11,0.0,0.00030000000000000003,-0.0,0.002277239553441739,4.6640485045961384e-05,0.509090909090909,6.0,3.5,10.166666666666666,1.1666666666666667,3.0,1.8333333333333333,14.833333333333332,0.08559954706786856,0
162,0,190,1841,25,4,801,0.10320478001086367,0.031210986267166042,0.021052631578947368,13,9,1.4444444444444444,0.00467576137567257,0.002912671389662168,0.0025128109262324222,0.0002563991395968238,0.2714285714285714,4.0,2.75,11.5,1.0,2.5,2.25,15.25,0.10252591784819595,0
163,0,10,409,67,2,1294,0.02444987775061125,0.0517774343122102,0.2,1,7,0.14285714285714285,0.0003348640308998404,0.0002491701278599922,0.002062530737008528,1.0368311972457226e-05,0.6428571428571429,5.0,3.0,8.4,1.6,3.4,1.6,13.0,0.07510412578125447,0
164,0,30,970,65,10,3754,0.030927835051546393,0.017314864144912095,0.3333333333333333,2,10,0.2,0.0003834865537957697,0.00039594665239335965,0.002047864915807904,8.748346436869385e-05,0.45454545454545453,7.0,3.142857142857143,17.428571428571427,1.8571428571428572,2.7142857142857144,2.4285714285714284,22.428571428571427,0.12989570107119028,1
165,0,10,378,40,4,2817,0.026455026455026454,0.014199503017394392,0.4,0,8,0.0,0.00030000000000000003,-0.0,0.00207632379579734,2.8479544838340937e-05,0.5714285714285714,7.0,5.0,5.428571428571429,2.142857142857143,2.0,1.5714285714285714,12.571428571428571,0.07254128715530284,0
166,0,10,1011,62,1,2752,0.009891196834817012,0.02252906976744186,0.1,1,11,0.09090909090909091,0.00034531935657331625,0.00027079002208856077,0.0018548636289054026,6.717311763735641e-05,0.4090909090909091,11.0,3.727272727272727,10.181818181818182,1.0909090909090908,1.8181818181818181,0.8181818181818182,15.0,0.08669985962257226,0
167,0,10,512,79,2,1289,0.01953125,0.0612878200155159,0.2,3,9,0.3333333333333333,0.00040274810916896225,0.0007424166438416099,0.0024245957935665773,9.440993185778272e-05,0.5303030303030303,9.0,2.111111111111111,8.222222222222221,1.2222222222222223,2.888888888888889,1.5555555555555556,11.555555555555554,0.0670045102147228,0
168,0,10,995,43,14,1043,0.010050251256281407,0.04122722914669223,1.4,1,8,0.125,0.0003231818181818182,0.0002699881751269366,0.0022758638425017757,1.6280177721821767e-06,0.5277777777777778,3.0,2.6666666666666665,10.333333333333334,1.0,1.6666666666666667,1.3333333333333333,14.0,0.08083591173102274,0
169,0,10,1012,46,3,157,0.009881422924901186,0.2929936305732484,0.3,0,8,0.0,0.00030000000000000003,-0.0,0.0017227049977475435,0.0,0.5,7.0,3.5714285714285716,15.714285714285714,2.2857142857142856,2.857142857142857,1.4285714285714286,21.57142857142857,0.12445054944767753,0
170,0,30,1634,23,1,2580,0.01835985312117503,0.008914728682170543,0.03333333333333333,2,11,0.18181818181818182,0.002776577862886663,0.000535996200322986,0.0023296215211821222,9.602657388977333e-05,0.4358974358974359,7.0,3.7142857142857144,11.285714285714286,2.5714285714285716,1.4285714285714286,1.2857142857142858,17.571428571428573,0.10867991319518316,0
171,0,10,1877,26,1,1253,0.005327650506126798,0.020750199521149242,0.1,0,7,0.0,0.00030000000000000003,-0.0,0.0020796407147711045,0.0,0.7142857142857143,9.0,2.7777777777777777,6.888888888888889,1.0,2.3333333333333335,1.1111111111111112,10.666666666666668,0.06153846153704144,0
172,0,10,1455,70,1,2979,0.006872852233676976,0.023497818059751596,0.1,1,7,0.14285714285714285,0.0003483815183988776,0.0001749870802752758,0.0018698393933766746,8.222133451838787e-05,0.4642857142857143,6.0,5.5,10.0,1.6666666666666667,1.5,2.3333333333333335,17.166666666666668,0.09921586288153808,0
173,0,40,885,29,7,2620,0.04519774011299435,0.011068702290076336,0.175,7,8,0.875,0.002749205489539744,0.0017282655958756402,0.00196856553872069,3.5210984217430845e-05,0.3333333333333333,8.0,4.125,10.875,0.875,3.25,1.75,15.875,0.09889570368285049,0
174,0,10,1663,72,9,1555,0.006013229104028864,0.04630225080385852,0.9,1,8,0.125,0.003993690755587795,0.00030409395888557155,0.0017853086810026217,2.668363537974831e-05,0.5555555555555556,11.0,2.909090909090909,12.272727272727273,1.5454545454545454,2.5454545454545454,1.2727272727272727,16.72727272727273,0.10701526833563545,0
175,0,10,1690,65,0,1703,0.005917159763313609,0.03816793893129771,0.0,1,7,0.14285714285714285,0.00035117892668248525,0.0003368939400722277,0.0017691971308031339,1.839564218846253e-05,0.5714285714285714,11.0,5.0,14.818181818181818,1.4545454545454546,2.727272727272727,1.0,21.272727272727273,0.1228816652779238,0
176,0,10,218,42,6,521,0.045871559633027525,0.08061420345489444,0.6,1,7,0.14285714285714285,0.0003343380681818182,0.0002727980375845536,0.0020086185663132287,2.199257529144677e-05,0.6428571428571429,4.0,2.75,13.5,2.75,1.75,1.25,19.0,0.10972365402079581,0
177,0,60,266,30,0,3122,0.22556390977443608,0.009609224855861628,0.0,8,10,0.8,0.0009598743729908675,0.001867195358087395,0.0029338354145111265,0.0001999340278327578,0.38562091503267976,2.0,0.0,4.0,1.5,3.5,1.5,5.5,0.03425426090052436,0
178,0,10,427,70,14,1287,0.0234192037470726,0.05439005439005439,1.4,1,7,0.14285714285714285,0.0003231818181818182,0.00027296293815448115,0.0015815664975474112,1.5936762924714727e-05,0.4642857142857143,4.0,2.5,6.5,3.0,2.75,1.75,12.0,0.06930439096432053,0
179,0,10,168,158,2,2791,0.05952380952380952,0.05661053385883196,0.2,3,5,0.6,0.0005044243477478987,0.0006800507886744984,0.0009585017061495723,5.3463531289330136e-05,0.35714285714285715,4.0,1.5,5.5,1.5,3.5,2.0,8.5,0.04964544442026965,0
180,0,10,239,10,8,2868,0.04184100418410042,0.003486750348675035,0.8,1,11,0.09090909090909091,0.00034239975298937594,0.0001723205726726841,0.002351356454576458,5.660620377336271e-05,0.4393939393939394,6.0,3.8333333333333335,17.0,2.0,3.5,1.3333333333333333,22.833333333333332,0.1318787430121394,1
181,0,10,816,56,2,1696,0.012254901960784314,0.0330188679245283,0.2,2,10,0.2,0.00099668071727227,0.0004239018447202255,0.0015663699633972634,7.066504863845226e-05,0.3181818181818182,7.0,2.4285714285714284,8.142857142857142,0.8571428571428571,2.857142857142857,1.4285714285714286,11.428571428571429,0.06794856653490175,0
182,0,10,419,23,6,445,0.02386634844868735,0.051685393258426963,0.6,0,11,0.0,0.00030000000000000003,-0.0,0.002360150607588346,6.756932751610507e-05,0.509090909090909,6.0,4.5,12.666666666666666,1.5,1.8333333333333333,2.3333333333333335,18.666666666666664,0.10772508367801921,0
183,0,50,1851,28,5,2225,0.02701242571582928,0.012584269662921348,0.1,5,3,1.6666666666666667,0.001116460036155425,0.0012996341792224652,0.0009420885372837854,6.902505430205146e-05,0.39285714285714285,3.0,6.0,10.666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,17.333333333333332,0.10279488477136114,0
184,1,590,198,53,2,999,2.9797979797979797,0.05305305305305305,0.003389830508474576,40,8,5.0,0.008338861367281021,0.010215874164326526,0.0018875057963704592,0.0029760792321394747,0.12322695035460993,6.0,1.1666666666666667,11.666666666666666,2.6666666666666665,2.6666666666666665,1.5,15.499999999999998,0.12010657217229875,0
185,0,10,1749,45,8,2106,0.005717552887364208,0.021367521367521368,0.8,1,10,0.1,0.00032125000000000003,0.0002648172272697157,0.002032649359681192,6.035926510848865e-06,0.509090909090909,5.0,3.6,11.6,1.4,2.0,2.2,16.599999999999998,0.09583255894558962,0
186,0,10,701,24,1,1414,0.014265335235378032,0.016973125884016973,0.1,2,7,0.2857142857142857,0.0003674844063499506,0.00044398122391375074,0.0021650509032855847,1.9077273988703274e-05,0.5833333333333334,6.0,3.1666666666666665,11.166666666666666,2.0,2.6666666666666665,1.3333333333333333,16.333333333333332,0.0944318385959592,0
187,0,10,1932,25,9,337,0.005175983436853002,0.07418397626112759,0.9,3,6,0.5,0.0004359338635823524,0.0007064148525944021,0.0021152144587858832,5.105417458960787e-05,0.5555555555555556,5.0,2.0,18.8,1.8,2.8,1.8,22.6,0.13079575439362556,1
